OriginalFoodCode;OriginalFoodName;EnglishFoodName;EdiblePortion;FoodGroupIS1;FoodGroupIS2;0001;0002;0003;0004;0005;0006;0008;0009;0010;0011;0012;0013;0014;0015;0016;0017;0018;0019;0020;0021;0022;0023;0024;0025;0026;0028;0029;0031;0032;0033;0034;0035;0036;0037;0038;0039;0040;0041;0042;0044;0046;0137;0138
Fæðunúmer;Heiti;Enskt heiti;Ætur hluti;Fæðuflokkur;Undirflokkur;Prótein;Fita;Mettaðar fitusýrur;cis-Einómettaðar fitusýrur;cis-Fjölómettaðar fitusýrur;cis-Fjölómettaðar fitus. n-3 langar;trans-Fitusýrur;Kólesteról;Kolvetni, alls;Sykrur;Viðbættur sykur;Trefjaefni;Alkóhól;Steinefni, alls;Vatn;A-vítamín, RJ;Retinol;Beta-karótín;D-vítamín;E-vítamín, alfa-TJ;Alfa-tókóferol;B1-vítamín;B2-vítamín;Níasín-jafngildi;Níasín;B6-vítamín;Fólat, alls;B-12 vítamín;C-vítamín;Kalk;Fosfór;Magnesíum;Natríum;Kalíum;Járn;Sink;Kopar;Joð;Mangan;Selen;Flúor;cis-Fjölóm. fitus. n-6;cis-Fjölóm. fitus. n-3
;;;;;;g;g;g;g;g;g;g;mg;g;g;g;g;g;g;g;µg;µg;µg;µg;mg;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;mg;mg;mg;mg;mg;µg;mg;µg;mg;g;g
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;SÚPA, tómatsúpa;Soup, tomato soup;100;15;2;0,79;0,34;0,15;0,12;0,03;;;0;3,84;3,84;1;0,2;;1,32;93,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008;BÆTIEFNI, fjölvítamín, án AD, Lýsi;Vitamin capsules, without AD, Lýsi;100;17;1;0;0;;;;;;0;0;0;0;0;;;0;;;;;5;;0,75;0,85;10;10;1;200;1,5;30;25;;50;;35;9;7,5;1;75;1,25;40;;;
1009;BÆTIEFNI, omega-3 hylki, 1000 mg;Omega-3 fish oil capsule, 1000 mg;100;17;1;0,28;1,0;0,26;0,26;0,48;0,44;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0,03;0,38
1010;JÓGÚRT, ávaxtajógúrt, Pascual;Yoghurt, fruit, Pascual;100;1;2;2,7;6,1;;;;;;;15,6;15,6;11;0,2;;0,7;74,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;JÓGÚRT, ávaxta-, fituskert, Pascual;Yoghurt, fruit, low fat, Pascual;100;1;2;2,7;1,2;;;;;;;15,8;15;10;0,2;;0,7;79,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;JÓGÚRT, ávaxta-, án fitu, Pascual;Yoghurt, fruit, no fat, Pascual;100;1;2;2,8;0,2;0,12;0,05;0;0;0,01;1;16;15;10;0,2;;0,7;80,1;1,875;1,8;0,9;0,002;0,005;0,005;0,036;0,16;0,8;0,124;0,042;23;0,2;0;116;95;12;41;152;0,02;0,43;0,05;11,2;;1,83;;;
1013;EPLAKAKA;Apple cake;100;4;6;4,6;16,5;8,0;4,4;2,8;0;0,12;65;35,0;21,0;18,2;1,4;0;0,9;41,8;39,6333;38,9;8,8;0,23;1,31;1,31;0,034;0,076;1,0;0,3;0,033;11,5;0,25;1,8;55;84;8,8;163;98;0,55;0,39;0,06;9,9;0,14;5,4;0,01;2,5;0,31
1014;ÍS í súkkulaði, Mars;Chocolate covered ice cream bar, Mars;100;3;1;5,0;23,3;15,1;6,7;1,5;0;0;9;37,6;22;20;0;;1;33,1;81,9167;78;47;0,2;0,32;0,32;0,05;0,29;2,0;0,6;0,04;12;0;0;140;150;31;91;250;0,7;0,7;0,04;16;0,16;1,9;0,01;0,9;0,6
1015;ÍS í súkkulaði, Snickers;Chocolate covered ice cream bar, Snickes;100;3;1;5,0;23,3;15,1;6,7;1,5;0;0;9;37,6;22;20;0;;1;33,1;81,9167;78;47;0,2;0,32;0,32;0,05;0,29;2,0;0,6;0,04;12;0;0;140;150;31;91;250;0,7;0,7;0,04;16;0,16;1,9;0,01;0,9;0,6
1016;SNAKK, Tortilla flögur;Tortilla chips;100;14;2;7;22,6;3,98;6,91;6,31;0;0;0,6;56,4;1,5;0,5;6,5;;2,2;1,8;10;0;120;0;1,36;1,36;0,75;0,184;1,3;1,279;0,286;10;0;0;154;205;88;528;197;1,52;1,53;0,12;;0,382;6,7;;6,2;0,13
1017;KJÚKLINGAÁLEGG, soðið;Chicken sausage, boiled, sliced;100;7;8;20;0,7;0,22;0,30;0,14;0;0,01;35;0,9;0,9;0,9;0;0;1,0;77,4;37;37;0;0;0,08;0,08;0,08;0,13;12;9;0,4;12;0,3;0;4;190;22;700;260;0,4;0,4;0,04;1,5;0,01;10;0,02;0,13;0,01
1018;LAMBALUNDIR, hráar;Lamb tenderloin, raw;100;7;1;21,5;6,2;2,6;2,0;0,43;0,08;0,18;76;0;0;0;0;0;1,1;71,1;;;;;;;;;;;;;;;;;;;;;;;;;;;0,23;0,20
1019;JURTAOLÍA, ÍSÍÓ4, D vítamínbætt;Vegetable oil, ISIO4, with vitamin D;100;10;1;0;100;8,5;60,5;31;0;0;0;0;0;0;0;0;0;0;1,7;0;20;5;60;60;;;;;;;;;;;;;;;;;;;;;5,2;25,8
1020;LAMBAINNANLÆRI, hrátt;Lamb leg, raw;100;7;1;21,5;6,2;2,6;2,0;0,43;0,08;0,18;76;0;0;0;0;;1,1;71,1;;;;;;;;;;;;;;;;;;;;;;;;;;;0,23;0,20
1021;SVÍNALUNDIR, hráar;Pork tenderloin, raw;100;7;3;21,2;3,7;1,2;1,32;0,64;;;60;0;0;0;0;;1,2;73,9;;;;;;;;;;;;;;;;;;;;;;;3,0;;16,5;;;
1022;SVÍNAGÚLLAS, hrátt;Pork, stewing meat, raw;100;7;3;22,7;4,6;2,2;1,6;0,31;0,004;0,025;64;0;0;0;0;; 1,1;73,6;0;0;0;0,5;0,2;0,2;0,95;0,22;7,0;3,3;0,31;3;0,65;0;6;210;28;86;370;1,1;2,6;0,10;3,0;0,014;16,5;0,02;0,29;0,025
1023;NAGGAR, lambanaggar, steiktir;Breaded minced lamb pieces, fried;100;7;8;14;16;8,2;5,5;0,9;0,1;0,6;;16;0;0;0;;2,5;51,5;;;;;;;;;;;;;;;;;;600;;;;;;;;;0,5;0,4
1024;PLÚS MJÓLKURBÚÐINGUR;Milk pudding, low fat, with fruit or vanilla;100;1;2;4,5;0,5;0,3;0,1;0,01;0;0;2;6,3;4;0;0,5;;0,7;88;4,79167;4,6;2,3;0,004;0,012;0,012;0,03;0,18;;;;;0,50;1;130;107;10;50;150;0,03;;;;;;;;
1025;SÍLD, flök, marineruð, í tómatsósu;Herring, fillet, marinated, in tomato sauce;100;8;4;7;5;;;;;;;15;15;14;0;;2,5;70,5;7,5;7,5;;;;;;;;;;;;;11,7;49,8;7,3;770;57,5;0,94;;;;;;;;
1026;NAGGAR, ýsunaggar, steiktir;Breaded minced haddock pieces fried;100;8;3;14;7;0,9;1,5;4,2;0,1;0;;13;0;0;0;;2,3;63,7;;;;;;;;;;;;;;;;;;500;;;;;;;;;;
1027;SMJÖRLÍKISOLÍA;Margarine oil;100;10;5;0,5;97;11;45;34;0;0,1;0;0,5;0,5;0;0;;      1,7;0,3;840;840;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;;;;;;24;10
1028;SÚKKULAÐIRÚSÍNUR;Chocolate covered raisins;100;11;3;4,10;14,8;8,8;4,74;0,51;0;0;3;64,1;62,2;15;4,2;;1,5;11,2;3,5;0;42;0;0,97;0,8;0,084;0,161;0,5;0,40;0,080;5;0,18;0,2;86;143;45;36;514;1,71;0,81;0,339;2;0,283;2,3;;0,45;0,05
1029;SÚKKULAÐIHNETUR;Chocolate covered peanuts;100;11;3;13,7;33,5;12,2;14,7;5,1;0;0;5,7;43; 30;15;6,1;;1,8;1,9;0;0;0;0;6;6;0,120;0,210;6;5,2;0,210;8;0,29;0;127;296;119;41;502;1,34;2,19;0,809;4;0,830;2;;5;0
1030;HRÍSKÚLUR, Freyjuhrís;Cocolate covered puffed rice, Freyjuhris;100;11;3;8,3;22,9;14,1;7,4;1,0;0;0,08;13;63,9;32,2;26,0;1,5;;1,6;1,0;218,917;213;71;1,3;0,9;0,8;0,61;0,93;10,7;9,5;0,71;276;2,35;8;394;218;43;444;380;11,8;5,8;0,05;37,4;0,10;3,92;;0,90;0,09
1031;HRÍSKÚLUR, Nóakropp;Cocolate covered puffed rice, Nóakr;100;11;3;8,9;31,7;19,9;10,2;1,1;0;0,1;18;55,5;42,7;34,8;0,8;;2,0;0,8;98,5833;94;55;0,5;0,70;0,68;0,32;0,72;5,22;3,88;0,30;110;1,25;3,0;350;259;49;255;490;5,1;3,0;0,02;53;0,14;4,2;;0,98;0,09
1032;ÍÞRÓTTADRYKKUR, Gatorade;Sport drink, Gatorade;100;12;5;0;0;;;;;;;6;6;6;0;;0,1;93,9;0;0;;0;0;;0;0;0;0;0;0;0;0;0;50;10;41;50;0;;;;;;;;
1033;ÍÞRÓTTADRYKKUR, Prímus, með súkkulaði;Sport drink, Prímus with chocolate;100;12;5;7,5;1,3;0,6;0,3;0,3;0;0;;5,1;0,6;0,6;2,7;;1,5;81,9;60;60;0;0,43;0,86;0,86;0,10;0,14;1,7;1,54;0,14;17,1;0,13;4,3;161;150;25,0;50;159;1,40;1,10;0,10;10,9;0,17;3,60;;0,2;0,1
1034;TE, jurtate lagað án mjólkur og sykurs;Tea, herbal, infusion, without milk and sugar;100;12;1;0;0;0;0;0;;;0;0,2;0;0;0;;0;99,7;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0,48;1;        1;1,33;14;0,08;;;;;;;;
1035;SOJADRYKKUR, kalkbættur;Soya drink with added calcium;100;12;4;3,6;2,1;0,3;0,5;1,3;0;0;0;2,6;2,4;0;1,2;;0,8;89,7;0;0;0;0;0,66;0,66;0,06;0,03;0,60;0,11;0,07;15;0;0;145;53,8;30,8;44,8;198;0,40;0,2;0,02;;0,1;1,3;;1,9;0,2
1036;KJÚKLINGARÉTTUR, austurlenskur kjúklingur, 1944 réttur;Chicken dish, Asia style, 1944 dish;100;16;3;5,8;1,4;;;;;;;23,2;;;;;1,9;67,8;;;;;;;;;;;;;;;;;;300;;;;;;;;;;
1037;KJÖTRÉTTUR, Bolognese kjötkássa, 1944 réttur;Meat dish, Bolognese, 1944 dish;100;16;3;10;3;;;;;;;9;;;;;1,8;76,2;;;;;;;;;;;;;;;;;;320;;;;;;;;;;
1038;HRÍSGRJÓNAGRAUTUR, 1944 réttur;Rice pudding, 1944 dish;100;1;3;3;3;;;;;;;16;;;;;1,9;    76,1;;;;;;;;;;;;;;;;;;360;;;;;;;;;;
1039;HAKKBOLLUR, með kartöflumús og sósu, 1944 réttur;Meat balls, from minced meat, with mashed potatoes and sauce, 1944 dish;100;16;3;6;10;;;;;;;11;;0,5;0,5;;2,5;69,5;;;;;;;;;;;;;;;;;;600;;;;;;;;;;
1040;HANGIKJÖT, með uppstúf, 1944 dish;Smoked lamb, with mashed potatoes, 1944 dish;100;16;3;8;3;;;;;;;14;;;;;2,8;72,2;;;;;;;;;;;;;;;;;;700;;;;;;;;;;
1041;KJÖT Í KARRÍSÓSU, indverskt, með hrísgrjónum, 1944 réttur;Lamb meat in curry sauce, Indian, with rice, 1944 dish;100;16;3;6;5;;;;;;;13,5;2;1;0,5;;1,6;73;;;;;;;;;;;;;;;;;;300;;;;;;;;;;
1042;SÚPA, kjötsúpa, íslensk, 1944 réttur;Soup, meat soup, Icelandic, 1944 dish;100;16;3;8;1;;;;;;;3;;;;;1,6;86,4;;;;;;;;;;;;;;;;;;250;;;;;;;;;;
1043;KINDABJÚGU, með jafningi og kartöflum, 1944 RÉTTUR;Sheep sausage, with sauce and potatoes, 1944 dish;100;16;3;6;10;;;;;;;11;;;;;2,1;70,9;;;;;;;;;;;;;;;;;;450;;;;;;;;;;
1044;KJÖTBOLLUR, með kartöflumús, 1944 réttur;Meat balls, with mashed potatoes, 1944 dish;100;16;3;5,1;6,3;;;;;;;12,3;;;;;2,0;74,3;;;;;;;;;;;;;;;;;;400;;;;;;;;;;
1045;SÚPA, baunasúpa með saltkjöti, 1944 réttur;Soup, with salted lamb and peas, 1944 dish;100;16;3;8;2;;;;;;;5;;;;;      2,7;82,3;;;;;;;;;;;;;;;;;;700;;;;;;;;;;
1046;SÚPA, sjávarréttasúpa, 1944 réttur;Soup, fish soup, 1944 dish;100;15;2;4;7;;;;;;;5;;;;;2,3;81,7;;;;;;;;;;;;;;;;;;500;;;;;;;;;;
1047;KJÖTRÉTTUR, Stroganoff, með kartöflumús, 1944 réttur;Meat dish, Stroganoff, with mashed potatoes, 1944 dish;100;16;3;9;5;;;;;;;10;3;1;;;2;74;;;;;;;;;;;;;;;;;;300;;;;;;;;;;
1048;KJÖTRÉTTUR, súrsætt svínakjöt, með hrísgrjónum, 1944 réttur;Meat dish, sweet and sour pork, with rice, 1944 dish;100;16;3;6,4;1,3;;;;;;;16,1;4;4;0,5;;2,4;73,3;;;;;;;;;;;;;;;;;;500;;;;;;;;;;
1049;SÚPA, sveppasúpa, 1944 réttur;Soup, mushroom soup, 1944 dish;100;15;2;2;8;;;;;;;5;;;;;1,9;83,1;;;;;;;;;;;;;;;;;;370;;;;;;;;;;
1050;KJÚKLINGARÉTTUR, Tikka Masala, með hrísgrjónum,1944 réttur;Chicken dish, Tikka Masala, with rice, 1944 dish;100;16;3;6,4;2,0;;;;;;; 12;3;3;0,5;;2,0;77,1;;;;;;;;;;;;;;;;;;400;;;;;;;;;;
1051;KJÚKLINGARÉTTUR, bringur, með hrísgrjónum, 1944 réttur;Chicken dish, breast, with rice, 1944 dish;100;16;3;6,4;1,3;;;;;;;     16,1;3;3;0,5;;1,7;74,0;;;;;;;;;;;;;;;;;;300;;;;;;;;;;
1052;MORGUNKORN, Rice krispies, Kelloggs;Breakfast cereal, rice krispies, Ke;100;4;3;6;1;0,3;;;;;0;87,6;10;10;1,1;;0,5;3,8;0;0;;0;0,60;;1,2;1,3;16,4;15;1,7;167;0,85;0;20;130;50;1260;150;7,9;1,1;0,10;;1,00;;;;
1053;KEILA, mjólkurdrykkur m ávaxtasafa;Milk drink, Keila, w fruit juice;100;1;2;3,1;1,8;1,06;0,46;0,03;0;0,07;7;11,8;11,5;7;0;;0,7;82,6;17,275;16,6;8,1;0,5;0,041;0,041;0,036;0,16;0,8;0,124;0,042;23;0,38;0,6;101;84;12;41;152;0,02;0,43;0,05;4,2;0,02;1,2;0,011;0,02;0,01
1054;ORKUMJÓLK, með jarðarberjasafa, D vítamínbætt;Milk drink with fructose, fortified with vitamin D;100;1;1;3,4;1,6;0,88;0,39;0,03;0;0,06;6;10,3;10,3;6,2;0,5;;0,7;83,5;14,3667;13,8;6,8;0,5;0,035;0,035;0,04;0,16;0,9;0,097;0,040;5;0,46;0,78;120;100;10;50;156;0,035;0,4;0,010;11,2;0,010;1,6;0,01;0,02;0,01
1055;HRÍSGRJÓN, soðin, meðlæti með 1944 réttum;Rice, boiled, part of 1944 dishes;100;4;1;3;0;;;;;;;25,8;;0;0,2;;1,5;69,5;;;;;;;;;;;;;;;;;;200;;;;;;;;;;
1056;KARTÖFLUMÚS, meðlæti með 1944 réttum;Potatoes, mashed, part of 1944 dishes;100;5;3;3;2;;;;;;;    22;;1;1;;1,3;70,7;;;;;;;;;;;;;;;;;;100;;;;;;;;;;
1057;KJÚKLINGARÉTTUR, austurlenskur kjúklingur, án hrísgrjóna, 1944 réttur;Chicken dish, Asia style, without rice, part of 1944 dish;100;16;3;7;2;;;;;;;12;;2;0;;2,0;77;;;;;;;;;;;;;;;;;;400;;;;;;;;;;
1058;KJÚKLINGARÉTTUR, bringur, án hrísgrjóna, 1944 réttur;Chicken dish, breast, without rice, 1944 dish;100;16;3;8;2;;;;;;;12;;2;0,5;;2;76;;;;;;;;;;;;;;;;;;300;;;;;;;;;;
1059;KJÖT Í KARRÍSÓSU, án hrísgrjóna, 1944 réttur;Meat in curry sauce, without rice, 1944 dish;100;16;3;9;6;;;;;;;6;;1;0,3;;2;77;;;;;;;;;;;;;;;;;;330;;;;;;;;;;
1060;KJÖT Í KARRÍSÓSU, indverskt lambakarrí, án hrísgrjóna, 1944 réttur;Meat in curry sauce, Indian lamb curry, without rice, 1944 dish;100;16;3;8;7;;;;;;;8;6;0,5;;;1,7;75,3;;;;;;;;;;;;;;;;;;280;;;;;;;;;;
1061;KJÖTRÉTTUR, súrsætt svínakjöt, án hrísgrjóna, 1944 dish;Meat dish, sweet and sour pork, without rice, 1944 dish;100;16;3;8;2;;;;;;;12;;2;0,3;;3;75;;;;;;;;;;;;;;;;;;710;;;;;;;;;;
1062;KJÚKLINGARÉTTUR, Tikka Masala, án hrísgrjóna, 1944 réttur;Chicken dish, Tikka Masala, without rice, 1944 dish;100;16;3;8;3;;;;;;;6;;0,5;0,5;;2;81;;;;;;;;;;;;;;;;;;500;;;;;;;;;;
1063;KJÖTBOLLUR, hakkbollur, án kartaflna, 1944 réttur;Meat balls, minced meat, without potatoes, 1944 dish;100;16;3;8;14;;;;;;;6;;0,5;0;;3,1;68,9;;;;;;;;;;;;;;;;;;820;;;;;;;;;;
1064;KJÖTBOLLUR, án kartaflna, 1944 réttur;Meat balls, without potatoes, 1944 dish;100;16;3;6;8;;;;;;;8;;0;0;;2,3;76;;;;;;;;;;;;;;;;;;510;;;;;;;;;;
1065;KJÖTRÉTTUR, Stroganoff, án hrísgrjóna, 1944 réttur;Meat dish, Stroganoff, without rice, 1944 dish;100;16;3;11;6;;;;;;;6;;0,3;0,5;;1,9;75;;;;;;;;;;;;;;;;;;370;;;;;;;;;;
1066;OSTUR, Mozzarella, 21% fita;Cheese, Mozzarella, fat 21%;100;2;1;28;21;12,3;5,4;0,40;0,02;0,85;69;0;0;0;0;;2,8;48;200,917;193;95;0,18;0,48;0,48;0,055;0,33;6,6;0,10;0,090;60;1,52;0;800;440;32;590;81;0,19;4,5;0,086;42;0,059;21,9;0,147;0,24;0,16
1067;MORGUNKORN, Weetos;Breakfast cereal, Weetos;100;4;3;8,4;4,9;1,0;0,9;2,1;;0;1,1;75,4;36,3;23,5;6,2;;2,3;3,7;2,7;2,6;1,7;4,3;1,1;1,1;0,9;1,2;15,0;13,6;1,2;170;2,1;0;38;196;63;90;350;11,9;1,0;0,2;2,0;1,1;5,7;;1,6;0,2
1068;MORGUNKORN, kornflögur, súkkulaði-;Breakfast cereal, choco corn flakes;100;4;3;6;2,5;1;;;;;;82,5;39;36;3;;3;3;;;;;;;1,2;1,3;15;;1,7;333;0,85;;;;;700;;7,9;;;;;;;;
1069;KÓKOSBOLLA;Coconut candy ball;100;11;3;1;20,2;18,4;0,69;0,12;0;0,17;0;66,6;66,6;66,6;0;0;1;11,2;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;0,12;0
1070;RJÓMALÍKI, á þrýstbrúsa;Cream substitute, in pressurized container;100;10;1;1,6;23,9;4,6;18;0,1;0;2;0;9,6;9,6;9,6;0;0;1;63,9;9;9;0;0;1;1;0;0;0;0;0;0;0;0;5;0;0;50;0;0;0;;;;;;0,1;0
1071;GULRÓTAKAKA;Carrot cake;100;4;6;5,6;21,5;4,6;9,5;6,1;0;0;53;33,2;23,4;11;2,1;;1,5;36,1;166,167;67;1190;0,2;3,5;3,3;0,1;0,1;1,5;0,5;0,1;17;0,3;1,3;119;173;21;192;232;1,5;0,6;0,2;7,5;0,4;4,3;0;3,4;1,2
1072;MARENSTERTA;Cake, meringue;100;4;6;3,0;18,0;10,5;4,7;0,38;0;0,59;50;35,3;34,7;31,9;0,4;0;0,5;43,2;146,083;139;85;0,13;0,43;0,43;0,03;0,06;0,49;0,18;0,02;10;0,18;7,6;37;43;14;18;109;0,5;0,33;0,10;2,15;0,09;0,74;0;0,25;0,13
1073;SÆLGÆTISSTAUR, frá Freyju;Chocolate covered sugar product;100;11;3;4,2;16,2;11,8;3;0,5;0;0;0;66,6;49,4;49,4;1,2;;1,4;10,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;28;5;14;55;0,1;0,1;0;0;0;0;0;0,5;0
1074;MJÓLKURDRYKKUR, cappuccino, fita 0,5%;Milk drink, cappuccino, fat 0.5%;100;1;1;3,3;0,5;0,29;0,13;0,01;0;0,02;2;10,6;10,6;6,1;0,3;0;1;84,3;4,79167;4,6;2,3;0,004;0,012;0,012;0,04;0,15;0,9;0,097;0,040;5;0,43;0,78;107;89;10;48;156;0,24;0,51;0,04;2,9;0,05;0,3;0,01;0,01;0
1075;SÆLGÆTISBUFF;Chocolate covered toffee;100;11;3;0;0,5;0,3;0,1;0,1;0;0;0;95;95;95;0;;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;14;2;7;22;0,05;0,05;0;0;0;0;0;0,1;0
1076;BÆTIEFNI, lúðulýsisperlur;Halibut liver oil capsule;100;17;1;0,030;0,125;0,024;0,050;0,020;0,013;0;0,5;0;0;0;0;;0;0;1200;1200;0;2,5;0;0;;;;;;;;;;;;;;;;;;;;;0;0,016
1077;SKINKA, brauðskinka, soðin;Ham, smoked & cooked, water added;100;7;8;13,7;2,1;0,8;0,96;0,2;;;45;2;0;0;0;;4,8;77,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1078;PRÓTEINDRYKKUR, Myoplex;Protein drink, Myoplex;100;17;2;8,4;0,5;0,2;0,1;0,1;0;0;2,4;5,8;0,7;0,7;0,1;;1;84,2;182;158;288;1,3;7,9;7,9;0,2;0,2;5,4;4;0,3;53;0,8;12,6;148;117;53;106;174;2,4;2,0;0,1;20;0,5;6,6;;0,1;0
1079;PRÓTEINDRYKKUR, Herbalife;Protein drink, Herbalife;100;17;2;7,0;2,6;1,2;0,6;0,6;0;0;0;8,8;8,6;4,1;1,0;;1;79,6;148;148;0;1,0;2,0;2,0;0,2;0,4;3,4;2,2;0,2;24;0,6;6;165;166;21;112;208;2,1;1,9;0,2;16;0,1;8;;0,3;0,3
1080;PRÓTEINDRYKKUR, Nupo létt;Protein drink, Nupo létt;100;17;2;5,1;0,8;0,1;0,2;0,5;0;0;0;2,6;2,6;1,3;2,4;;0,8;88,3;80;80;0,48;0,4;0,8;0,8;0,1;0,1;2,3;2,3;0,2;16;0,3;4,9;72;80;32;115;166;1,4;1,2;7;12;0,3;8;;0,6;0,1
1081;PRÓTEINSTÖNG, Myoplex light;Protein bar, Myoplex light;100;17;2;26,8;7,1;6,3;0,4;0,4;0;0;4;48,2;28,6;28,6;1,8;;3;13,1;1340;1340;0;8,9;26,8;26,8;1,3;1,5;26,5;22;1,8;357;5;54;536;536;286;250;304;13;9;1,4;94;;0;;0,2;0,2
1082;PRÓTEINSTÖNG, Herbalife gull;Protein bar, Herbalife gold;100;17;2;30;15;6,3;6;2;0;0;0;5,0;5,0;5,0;5,0;;1;44;750;750;0;5;15;15;0,8;0,9;15;10;1,0;200;3;30;500;375;150;450;275;11,3;7,5;1,3;75;1,5;13;;1,5;0,5
1083;BÆTIEFNI, omega-3 hylki,1000mg+D;Omega-3 fish oil capsule, 1000 mg+D;100;17;1;0,28;1;     0,26;0,26;0,48;0,44;0;4,5;0;0;0;0;;0;0;300;300;0;10;2;2;;;;;;;;;;;;;;;;;;;;;0,03;0,38
1084;SÓSA, TÓMAT-, pítsusósa, 1% fita;Sauce, pizza-, tomato-, fat 1%;100;15;1;0;1,0;0,1;0,3;0,6;0;0;0;14;14;7;0,4;;2,9;81,7;8,33333;0;100;0;0,1;0,1;0,06;0,50;0,4;0,1;0,06;10;0;0;23;42;21;410;490;0,7;0,2;0,16;0,90;0,10;0,40;;0,3;0,3
1085;SNAKK, saltstengur;Snack, salted sticks;100;14;2;10,5;6,3;1,4;1,7;2,9;0;0,5;0;67,7;7,1;5;4,3;;6;4,7;0;0;0;0;0;0;0,01;0,04;2,4;0,7;0,01;8;0,1;0;52;141;29;1800;120;0,9;0,4;0,19;12;0,8;1;;2,88;0,02
1086;PAPRIKA, blanda (græn, rauð, gul);Pepper, sweet, average, (green, red, yellow);83;5;2;1,0;0,2;0,05;0,008;0,14;0;0;0;4,1;3,8;0;2,2;;0,6;91,9;48,1667;0;578;0;1,84;1,84;0,04;0,04;0,9;0,7;0,29;24;0;165;8;23;12;2;201;0,31;0,21;0,04;1,0;0,11;0,17;0,01;0,095;0,054
1087;SÓSA, SALATSÓSA, þúsundeyja, 15%;Dressing, thousand island, low fat;100;15;1;0,7;15,2;2,3;3,7;9,1;0;0;10;14,7;14,7;12;0;;1;65,8;0;0;0;0;4,0;4,0;0,013;0,024;0,22;0;0,017;6,0;0,20;0;24;34;9;600;130;0,3;0,2;0,05;5;0,07;1;;8,2;0,9
1088;BRAUÐ, Heimilisbrauð, Myllan;Bread, Heimilisbrauð, Myllan;100;4;4;7,5;3,0;0,19;1,66;1,0;0;0;0;47,6;0,3;0;3,9;0;1,63;36,3;0;0;0;0;0,5;0,5;0,185;0,120;4,2;2,5;0,155;32;0;0;14,3;97,3;17,4;453;117;0,832;0,467;0,0743;2,8;0,95;4,6;0,01;0,66;0,33
1089;BÆTIEFNI, B-vítamín, Lýsi hf.;Vitamin B, Lysi Ltd.;100;17;1;;;;;;;;;;;;;;;;;;;;;;2;2;15;15;2;100;2;;;;;;;;;;;;;;;
1090;BÆTIEFNI, E-vítamín, 200 mg;Vitamin E, 200 mg;100;17;1;;;;;;;;;;;;;;;;;;;;200;200;;;;;;;;;;;;;;;;;;;;;;
1091;BÆTIEFNI, járntöflur 20 mg, með C-vítamíni;Iron tablets 20 mg, with vitamin C;100;17;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;20;;;;;;;;
1092;BÆTIEFNI, kalktöflur, 400 mg;Calcium tablets, 400mg;100;17;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;;;;;;;;;;;;;
1093;BÆTIEFNI, Heilsutvenna, fjölvítamínhylki;Vitamin tablets, Heilsutvenna;100;17;1;0;0,5;;;;;;;0;;;;;2;0;400;0;5000;5;10;10;1,4;1,6;18;18;2,2;300;3;60;0;0;100;0;0;0;15;0;0;2,5;50;;;
1094;BÆTIEFNI, fjölvítamín, Fjörafl;Vitamin tablets, Fjörafl;100;17;1;;;;;;;;;;;;;;;;1000;1000;0;10;10;10;1,4;1,6;18;18;2;400;3;60;;;35;;;10;15;2;150;2,5;0;;;
1095;BÆTIEFNI, C-vítamín, 100 mg;Vitamin C, 100 mg;100;17;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;
1096;BÆTIEFNI, B-vítamín, Líf hf;Vitamin B, Líf Ltd.;100;17;1;;;;;;;;;;;;;;;;;;;;;;5;20,5;25;25;;;;;;;;;;;;;;;;;;
1097;BÆTIEFNI, fjölvítamín, án A og D vítamína, Táp;Vitamin tablets, without vitamins A and D, Táp;100;17;1;;;;;;;;;;;;;;;;;;;;10;10;1,4;1,6;18;18;2;400;3;60;;;35;;;10;15;2;150;2,5;;;;
1098;ÍÞRÓTTADRYKKUR, Powerade;Sport drink, Powerade;100;12;5;0;0;0;0;0;0;0;0;4,7;3,7;3,7;0;0;0,5;94,8;0;0;0;0;0;0;0;0;0;0;;0;0;0;0,48;0;0,087;50;0,039;0;;;;;;;;
